recipient_id,created_ts,receive_country,payout_method,account_masked
R00482,2026-02-23 09:59:35,NG,bank,***2566
R00483,2026-03-26 20:43:58,NG,bank,***4628
R00484,2026-03-20 10:38:32,GH,bank,***1751
R00485,2026-02-07 11:44:32,GH,bank,***7749
R00486,2026-03-05 20:47:02,GH,mtn_momo,***5408
R00487,2026-01-20 13:28:23,TZ,mpesa,***7163
R00488,2026-01-11 10:31:56,KE,bank,***6477
R00489,2026-02-16 07:25:51,TZ,mpesa,***1979
R00490,2026-03-11 11:27:20,KE,mpesa,***9091
R00491,2026-02-07 11:45:01,KE,bank,***4013
R00492,2026-01-13 18:10:48,KE,bank,***6934
R00493,2026-03-05 10:45:58,GH,bank,***8365
R00494,2026-02-06 15:21:24,GH,mtn_momo,***2099
R00495,2026-03-22 08:47:24,GH,bank,***9136
R00496,2026-03-12 10:02:39,KE,mpesa,***2803
R00497,2026-03-19 12:03:23,UG,mtn_momo,***1087
R00498,2026-01-25 22:38:07,NG,bank,***7262
R00499,2026-02-09 16:04:53,NG,bank,***2412
R00500,2026-02-20 22:02:02,NG,bank,***7540
R00501,2026-02-20 16:30:21,GH,bank,***1800
R00502,2026-02-24 12:48:43,GH,mtn_momo,***8577
R00503,2026-01-30 22:08:05,UG,mtn_momo,***8049
R00504,2026-01-03 07:16:25,TZ,mpesa,***5986
R00505,2026-01-09 20:45:40,TZ,tigopesa,***8216
R00506,2026-03-20 19:27:54,NG,bank,***4232
R00507,2026-01-02 07:22:18,NG,bank,***2019
R00508,2026-03-29 19:18:23,GH,bank,***3639
R00509,2026-03-15 14:51:41,KE,bank,***2638
R00510,2026-02-12 16:23:31,KE,mpesa,***5642
R00511,2026-02-11 17:58:29,UG,airtel_money,***7245
R00512,2026-03-21 17:37:08,TZ,tigopesa,***6331
R00513,2026-01-09 07:29:51,NG,bank,***3758
R00514,2026-03-12 11:12:06,NG,bank,***2149
R00515,2026-01-03 19:55:46,TZ,tigopesa,***8853
R00516,2026-03-13 13:28:10,TZ,tigopesa,***1796
R00517,2026-03-21 09:03:34,TZ,mpesa,***2271
R00518,2026-01-05 11:58:08,GH,mtn_momo,***8351
R00519,2026-01-18 21:38:58,TZ,tigopesa,***6606
R00520,2026-03-22 13:59:23,UG,mtn_momo,***4372
R00521,2026-02-12 15:23:57,NG,bank,***4182
R00522,2026-02-23 10:52:07,KE,bank,***2039
R00523,2026-02-23 18:15:31,TZ,tigopesa,***5712
R00524,2026-03-15 12:06:28,UG,mtn_momo,***7209
R00525,2026-01-22 20:56:10,GH,bank,***9500
R00526,2026-03-16 06:48:12,UG,airtel_money,***6950
R00527,2026-03-25 20:00:52,UG,airtel_money,***8029
R00528,2026-02-17 09:24:07,UG,airtel_money,***5193
R00529,2026-02-09 15:37:55,UG,mtn_momo,***9832
R00530,2026-01-04 08:08:50,GH,bank,***6945
R00531,2026-01-03 16:19:59,GH,mtn_momo,***1372
R00532,2026-03-01 22:43:14,GH,bank,***8183
R00533,2026-01-23 22:35:18,UG,airtel_money,***8971
R00534,2026-01-31 06:21:17,UG,mtn_momo,***7488
R00535,2026-02-20 21:23:45,KE,mpesa,***8299
R00536,2026-01-26 19:22:28,GH,bank,***4674
R00537,2026-01-17 13:33:18,GH,mtn_momo,***3382
R00538,2026-02-09 19:45:07,UG,airtel_money,***5652
R00539,2026-03-24 12:00:22,NG,bank,***7773
R00540,2026-03-17 06:42:49,UG,airtel_money,***2493
R00541,2026-01-01 17:57:14,TZ,tigopesa,***1211
R00542,2026-03-22 15:30:03,TZ,tigopesa,***4646
R00543,2026-02-28 15:45:41,NG,bank,***8888
R00544,2026-01-10 22:02:50,UG,mtn_momo,***2607
R00545,2026-01-28 09:06:48,GH,mtn_momo,***4438
R00546,2026-01-31 17:35:40,GH,bank,***1546
R00547,2026-02-16 09:47:24,GH,mtn_momo,***5454
R00548,2026-02-26 09:24:54,GH,bank,***6832
R00549,2026-03-13 12:25:23,NG,bank,***3262
R00550,2026-03-14 13:13:47,NG,bank,***7737
R00551,2026-03-06 07:54:17,UG,airtel_money,***1329
R00552,2026-03-24 09:32:02,NG,bank,***7059
R00553,2026-01-14 22:54:58,NG,bank,***4279
R00554,2026-01-22 11:38:07,NG,bank,***5631
R00555,2026-02-24 20:57:23,UG,airtel_money,***9821
R00556,2026-01-31 13:04:58,TZ,tigopesa,***5296
R00557,2026-03-12 10:12:49,KE,mpesa,***6503
R00558,2026-03-08 18:25:54,NG,bank,***9564
R00559,2026-01-07 11:59:29,UG,mtn_momo,***3508
R00560,2026-03-25 13:53:25,UG,mtn_momo,***3604
R00561,2026-01-28 11:06:11,UG,mtn_momo,***6245
R00562,2026-01-09 21:10:44,NG,bank,***7359
R00563,2026-02-02 07:39:49,NG,bank,***3143
R00564,2026-01-29 17:20:34,UG,airtel_money,***7019
R00565,2026-01-31 08:05:54,KE,bank,***6933
R00566,2026-03-10 20:53:13,TZ,tigopesa,***1148
R00567,2026-02-07 17:10:25,TZ,tigopesa,***7479
R00568,2026-03-29 20:43:47,TZ,tigopesa,***3894
R00569,2026-02-26 15:03:20,TZ,mpesa,***7709
R00570,2026-01-08 14:03:10,TZ,mpesa,***9780
R00571,2026-01-07 13:39:21,NG,bank,***4100
R00572,2026-01-04 14:16:49,TZ,mpesa,***7429
R00573,2026-02-27 07:42:21,NG,bank,***8743
R00574,2026-01-02 08:24:47,TZ,tigopesa,***4101
R00575,2026-02-17 16:00:02,TZ,mpesa,***5788
R00576,2026-02-19 12:03:39,GH,mtn_momo,***4018
R00577,2026-02-02 14:26:14,KE,mpesa,***4812
R00578,2026-03-22 22:52:00,TZ,mpesa,***9598
R00579,2026-02-17 21:09:02,TZ,mpesa,***8705
R00580,2026-03-02 17:35:23,TZ,mpesa,***4492
R00581,2026-01-15 09:37:51,UG,mtn_momo,***3804
R00582,2026-01-03 19:10:05,UG,mtn_momo,***6824
R00583,2026-02-22 14:44:39,KE,mpesa,***2315
R00584,2026-02-11 22:10:42,NG,bank,***6808
R00585,2026-01-12 12:47:34,KE,bank,***1519
R00586,2026-03-07 07:04:08,NG,bank,***2273
R00587,2026-03-02 13:56:36,KE,mpesa,***4283
R00588,2026-01-13 11:11:15,UG,mtn_momo,***4180
R00589,2026-01-04 09:47:13,UG,airtel_money,***9739
R00590,2026-02-17 16:14:42,UG,airtel_money,***3986
R00591,2026-03-26 18:11:07,UG,mtn_momo,***6766
R00592,2026-01-27 16:29:34,TZ,mpesa,***1202
R00593,2026-03-27 08:33:03,UG,airtel_money,***2186
R00594,2026-02-17 09:46:31,UG,airtel_money,***3200
R00595,2026-01-02 09:43:54,GH,mtn_momo,***1862
R00596,2026-03-14 19:38:12,KE,bank,***8866
R00597,2026-02-17 14:59:07,GH,mtn_momo,***2138
R00598,2026-02-06 08:22:56,GH,bank,***6043
R00599,2026-01-27 14:15:03,GH,mtn_momo,***2943
R00600,2026-02-26 10:36:09,TZ,tigopesa,***2946
R00601,2026-01-11 13:51:45,GH,mtn_momo,***3242
R00602,2026-03-19 16:59:29,UG,mtn_momo,***6950
R00603,2026-03-13 06:48:37,UG,airtel_money,***1784
R00604,2026-02-11 16:54:57,GH,mtn_momo,***2061
R00605,2026-02-16 14:42:57,NG,bank,***7013
R00606,2026-03-28 14:12:58,GH,bank,***5393
R00607,2026-03-24 13:34:50,TZ,tigopesa,***6761
R00608,2026-02-05 10:47:04,TZ,tigopesa,***8424
R00609,2026-02-04 17:50:35,TZ,tigopesa,***1435
R00610,2026-01-24 15:37:27,TZ,mpesa,***8646
R00611,2026-02-05 09:40:00,UG,airtel_money,***6588
R00612,2026-02-12 22:37:08,UG,airtel_money,***7889
R00613,2026-01-27 17:59:44,TZ,mpesa,***2503
R00614,2026-03-28 13:29:52,TZ,mpesa,***6564
R00615,2026-03-04 09:53:04,GH,bank,***7834
R00616,2026-03-08 22:55:41,KE,bank,***4809
R00617,2026-03-13 08:24:38,KE,mpesa,***9280
R00618,2026-02-15 11:52:23,KE,mpesa,***9454
R00619,2026-03-13 09:58:46,UG,mtn_momo,***3218
R00620,2026-03-01 08:53:23,UG,mtn_momo,***4898
R00621,2026-02-08 07:50:38,KE,bank,***8627
R00622,2026-03-23 10:30:19,NG,bank,***9864
R00623,2026-03-16 17:37:17,NG,bank,***3748
R00624,2026-01-27 21:26:03,TZ,mpesa,***6449
R00625,2026-02-11 07:43:24,TZ,mpesa,***7673
R00626,2026-01-18 16:30:16,TZ,mpesa,***5580
R00627,2026-03-11 20:29:26,UG,mtn_momo,***5529
R00628,2026-02-12 15:09:07,KE,bank,***9690
R00629,2026-03-12 06:58:17,KE,mpesa,***9538
R00630,2026-01-28 20:58:54,GH,bank,***9757
R00631,2026-02-02 21:23:34,GH,mtn_momo,***8243
R00632,2026-02-24 21:10:59,UG,mtn_momo,***8825
R00633,2026-03-14 12:28:32,UG,airtel_money,***7112
R00634,2026-03-15 12:18:46,KE,bank,***3351
R00635,2026-01-17 06:17:50,NG,bank,***5591
R00636,2026-03-04 13:15:43,NG,bank,***3800
R00637,2026-02-05 22:12:36,UG,mtn_momo,***1982
R00638,2026-03-28 13:05:30,KE,bank,***6508
R00639,2026-01-17 18:23:00,GH,bank,***3778
R00640,2026-03-29 17:15:05,GH,mtn_momo,***3487
R00641,2026-01-16 13:28:47,UG,mtn_momo,***5537
R00642,2026-02-13 19:47:11,UG,mtn_momo,***5835
R00643,2026-03-22 08:50:22,GH,bank,***4439
R00644,2026-03-10 17:38:00,GH,bank,***2490
R00645,2026-03-16 07:33:50,GH,bank,***4333
R00646,2026-01-04 11:14:56,GH,bank,***7402
R00647,2026-03-21 14:04:46,GH,mtn_momo,***7521
R00648,2026-02-06 20:24:30,GH,bank,***6644
R00649,2026-03-12 15:55:40,GH,bank,***3387
R00650,2026-01-14 06:44:27,TZ,tigopesa,***8944
R00651,2026-02-18 07:03:07,TZ,mpesa,***3059
R00652,2026-01-31 22:51:20,UG,airtel_money,***7620
R00653,2026-01-23 16:11:43,NG,bank,***3175
R00654,2026-01-27 21:46:12,TZ,tigopesa,***6669
R00655,2026-03-14 15:56:26,TZ,tigopesa,***7487
R00656,2026-01-19 19:08:49,KE,mpesa,***2912
R00657,2026-01-02 12:50:06,NG,bank,***7605
R00658,2026-02-21 08:25:51,GH,bank,***2747
R00659,2026-02-18 13:59:41,TZ,tigopesa,***9322
R00660,2026-01-28 13:03:04,KE,mpesa,***8365
R00661,2026-01-25 16:10:34,GH,mtn_momo,***2754
R00662,2026-03-08 20:40:21,KE,bank,***1440
R00663,2026-03-17 12:06:40,TZ,tigopesa,***3324
R00664,2026-03-14 14:00:02,NG,bank,***2532
R00665,2026-02-26 22:35:03,UG,mtn_momo,***2372
R00666,2026-01-24 12:21:23,KE,mpesa,***4821
R00667,2026-03-31 19:50:27,KE,bank,***9171
R00668,2026-01-31 07:21:22,UG,airtel_money,***8530
R00669,2026-02-25 17:25:15,TZ,mpesa,***2721
R00670,2026-01-05 13:34:41,UG,mtn_momo,***3645
R00671,2026-03-27 22:47:21,UG,mtn_momo,***9882
R00672,2026-02-01 21:55:24,TZ,mpesa,***3578
R00673,2026-02-24 09:29:22,TZ,tigopesa,***9420
R00674,2026-01-08 20:33:58,UG,mtn_momo,***8787
R00675,2026-01-05 14:55:54,GH,bank,***9132
R00676,2026-01-15 18:48:07,KE,bank,***3481
R00677,2026-02-21 19:34:55,KE,mpesa,***1428
R00678,2026-03-28 11:50:26,UG,airtel_money,***4942
R00679,2026-03-19 14:26:21,NG,bank,***7760
R00680,2026-02-18 20:11:32,NG,bank,***1525
R00681,2026-01-09 09:08:39,NG,bank,***4953
R00682,2026-02-02 07:49:20,UG,airtel_money,***8303
R00683,2026-03-10 21:53:52,UG,airtel_money,***3800
R00684,2026-01-15 21:16:40,KE,bank,***1775
R00685,2026-03-25 22:00:56,KE,bank,***7355
R00686,2026-01-26 15:29:35,KE,bank,***5977
R00687,2026-02-14 17:27:57,KE,mpesa,***1741
R00688,2026-02-25 06:51:04,KE,mpesa,***2814
R00689,2026-03-23 18:36:53,UG,mtn_momo,***7995
R00690,2026-03-30 16:23:59,UG,mtn_momo,***1249
R00691,2026-01-20 08:23:30,UG,mtn_momo,***6140
R00692,2026-01-31 19:00:24,GH,bank,***5530
R00693,2026-03-22 12:25:08,NG,bank,***6120
R00694,2026-02-27 19:52:40,NG,bank,***3939
R00695,2026-01-21 16:15:02,TZ,mpesa,***4942
R00696,2026-02-16 12:58:38,TZ,mpesa,***1863
R00697,2026-01-13 14:34:57,UG,mtn_momo,***8024
R00698,2026-02-18 07:19:34,TZ,tigopesa,***1518
R00699,2026-03-03 08:06:53,UG,airtel_money,***3802
R00700,2026-01-17 10:58:51,TZ,mpesa,***2131
R00701,2026-01-13 22:21:44,UG,mtn_momo,***3297
R00702,2026-01-08 09:39:33,GH,bank,***8834
R00703,2026-02-04 10:14:18,KE,mpesa,***8360
R00704,2026-01-15 09:01:32,NG,bank,***9105
R00705,2026-01-16 22:42:15,GH,mtn_momo,***7332
R00706,2026-03-25 09:11:10,GH,mtn_momo,***9616
R00707,2026-03-22 15:53:31,GH,mtn_momo,***8699
R00708,2026-02-05 20:10:58,KE,bank,***7397
R00709,2026-02-15 22:22:48,KE,bank,***2890
R00710,2026-01-08 08:07:31,KE,mpesa,***9941
R00711,2026-02-08 07:20:29,KE,mpesa,***8927
R00712,2026-01-28 16:41:10,KE,mpesa,***5596
R00713,2026-01-31 15:00:33,GH,bank,***8350
R00714,2026-02-09 18:11:52,GH,bank,***4756
R00715,2026-01-02 07:38:42,GH,mtn_momo,***1967
R00716,2026-01-02 18:43:51,GH,bank,***3850
R00717,2026-03-01 18:53:19,GH,bank,***2703
R00718,2026-03-23 11:29:29,GH,bank,***7663
R00719,2026-03-05 11:47:36,TZ,mpesa,***4764
R00720,2026-03-31 08:25:07,KE,bank,***8718
R00721,2026-01-06 10:51:22,KE,mpesa,***7161
R00722,2026-01-01 08:56:38,KE,bank,***9047
R00723,2026-02-10 10:45:21,NG,bank,***4275
R00724,2026-02-03 12:16:45,KE,bank,***6054
R00725,2026-01-26 13:28:14,KE,bank,***7093
R00726,2026-03-02 11:19:48,GH,mtn_momo,***4488
R00727,2026-01-02 11:20:20,UG,mtn_momo,***7635
R00728,2026-01-27 07:43:23,UG,airtel_money,***4022
R00729,2026-02-27 14:22:42,UG,mtn_momo,***1850
R00730,2026-02-01 22:09:27,UG,mtn_momo,***5675
R00731,2026-01-31 11:34:31,KE,bank,***5681
R00732,2026-03-12 12:05:22,GH,bank,***2015
R00733,2026-01-07 19:31:02,GH,mtn_momo,***5769
R00734,2026-01-11 13:33:24,TZ,mpesa,***3606
R00735,2026-01-03 09:54:40,KE,mpesa,***4640
R00736,2026-03-24 11:51:35,KE,mpesa,***8463
R00737,2026-03-28 19:25:21,GH,mtn_momo,***8790
R00738,2026-01-07 15:49:04,GH,bank,***3651
R00739,2026-01-16 08:05:41,GH,mtn_momo,***5614
R00740,2026-01-21 11:26:07,GH,mtn_momo,***8401
R00741,2026-03-15 21:35:56,GH,bank,***4332
R00742,2026-03-02 16:51:03,GH,mtn_momo,***7513
R00743,2026-02-16 13:41:37,GH,bank,***5539
R00744,2026-01-18 07:35:36,TZ,tigopesa,***2663
R00745,2026-01-31 18:18:53,GH,mtn_momo,***7896
R00746,2026-03-16 18:20:54,UG,airtel_money,***2951
R00747,2026-03-03 09:24:27,UG,mtn_momo,***4058
R00748,2026-02-27 07:54:41,NG,bank,***8556
R00749,2026-01-06 06:02:17,NG,bank,***7392
R00750,2026-01-05 22:58:12,NG,bank,***2557
R00751,2026-03-09 18:43:36,TZ,tigopesa,***8961
R00752,2026-02-21 20:09:52,TZ,mpesa,***6457
R00753,2026-03-11 09:11:29,TZ,mpesa,***6281
R00754,2026-01-29 10:56:34,TZ,tigopesa,***4398
R00755,2026-02-02 16:35:37,TZ,tigopesa,***8555
R00756,2026-02-20 16:48:45,TZ,mpesa,***7672
R00757,2026-03-16 12:55:48,KE,mpesa,***6228
R00758,2026-03-11 14:52:53,TZ,tigopesa,***4903
R00759,2026-01-22 13:32:56,GH,mtn_momo,***5984
R00760,2026-03-12 15:11:01,GH,bank,***2224
R00761,2026-02-14 09:04:51,NG,bank,***4064
R00762,2026-01-23 10:10:26,NG,bank,***3514
R00763,2026-01-04 14:14:56,NG,bank,***7446
R00764,2026-03-26 14:04:53,TZ,tigopesa,***6072
R00765,2026-03-07 22:15:43,UG,mtn_momo,***8470
R00766,2026-02-09 14:32:19,KE,mpesa,***8863
R00767,2026-03-27 22:48:10,KE,mpesa,***7125
R00768,2026-02-11 11:15:37,KE,mpesa,***9224
R00769,2026-02-19 10:19:29,TZ,tigopesa,***5392
R00770,2026-03-22 12:52:27,TZ,mpesa,***4452
R00771,2026-02-19 14:28:21,NG,bank,***2491
R00772,2026-01-08 22:59:02,NG,bank,***4743
R00773,2026-02-16 21:53:24,KE,mpesa,***4928
R00774,2026-01-10 10:03:10,KE,bank,***1646
R00775,2026-03-07 17:12:21,KE,mpesa,***8862
R00776,2026-02-02 21:39:11,KE,bank,***3429
R00777,2026-01-31 22:24:12,NG,bank,***8224
R00778,2026-03-03 10:55:03,NG,bank,***2742
R00779,2026-02-25 14:42:52,NG,bank,***1751
R00780,2026-01-29 19:15:50,NG,bank,***9456
R00781,2026-03-03 20:48:07,NG,bank,***6609
R00782,2026-02-14 16:00:19,GH,bank,***7318
R00783,2026-01-08 15:18:56,KE,bank,***6363
R00784,2026-03-06 20:01:34,UG,mtn_momo,***1780
R00785,2026-01-19 10:23:38,UG,airtel_money,***9981
R00786,2026-01-08 12:45:00,NG,bank,***7073
R00787,2026-01-05 20:13:54,TZ,mpesa,***5834
R00788,2026-01-29 14:44:26,TZ,tigopesa,***5083
R00789,2026-03-06 13:27:02,TZ,mpesa,***5846
R00790,2026-01-08 19:51:45,GH,mtn_momo,***8129
R00791,2026-03-19 19:03:42,GH,bank,***1830
R00792,2026-02-18 13:55:26,KE,bank,***1584
R00793,2026-01-24 19:39:23,NG,bank,***9007
R00794,2026-03-25 14:32:42,KE,mpesa,***3124
R00795,2026-02-02 13:03:09,TZ,mpesa,***6139
R00796,2026-02-10 22:00:41,NG,bank,***9887
R00797,2026-03-14 22:35:16,NG,bank,***9503
R00798,2026-01-01 18:07:04,KE,bank,***9455
R00799,2026-03-01 16:54:29,NG,bank,***1803
R00800,2026-02-18 13:17:31,GH,mtn_momo,***3578
R00801,2026-01-08 14:06:33,GH,bank,***4235
R00802,2026-01-29 16:56:43,GH,bank,***4163
R00803,2026-03-22 07:02:58,UG,airtel_money,***6184
R00804,2026-01-24 17:06:11,UG,airtel_money,***5229
R00805,2026-01-29 21:27:29,UG,mtn_momo,***2192
R00806,2026-03-29 11:45:10,GH,bank,***1218
R00807,2026-02-15 10:37:03,GH,bank,***6615
R00808,2026-02-22 12:27:53,GH,bank,***9135
R00809,2026-01-18 13:56:13,UG,mtn_momo,***7738
R00810,2026-03-14 22:52:59,NG,bank,***2374
R00811,2026-02-17 19:55:54,NG,bank,***3821
R00812,2026-03-23 15:47:08,NG,bank,***2328
R00813,2026-01-27 13:40:54,GH,bank,***9281
R00814,2026-03-07 15:44:55,GH,mtn_momo,***4116
R00815,2026-01-25 08:56:07,KE,mpesa,***4675
R00816,2026-02-14 17:47:10,KE,bank,***7203
R00817,2026-01-11 17:48:42,KE,bank,***8074
R00818,2026-02-13 17:15:05,UG,airtel_money,***6996
R00819,2026-02-18 21:44:04,KE,mpesa,***1097
R00820,2026-01-23 14:39:28,UG,mtn_momo,***4036
R00821,2026-02-26 11:24:08,KE,mpesa,***2557
R00822,2026-02-23 18:51:14,KE,mpesa,***4417
R00823,2026-03-04 21:29:10,GH,bank,***4611
R00824,2026-03-19 18:23:40,TZ,mpesa,***8461
R00825,2026-03-06 08:49:34,KE,mpesa,***6114
R00826,2026-03-27 19:58:52,KE,mpesa,***4598
R00827,2026-02-18 20:09:14,KE,mpesa,***8875
R00828,2026-03-24 16:39:06,NG,bank,***8415
R00829,2026-02-12 09:59:06,TZ,tigopesa,***3366
R00830,2026-02-01 08:16:50,TZ,tigopesa,***9554
R00831,2026-02-20 14:33:45,GH,mtn_momo,***9336
R00832,2026-02-13 15:24:34,KE,bank,***7778
R00833,2026-03-15 19:00:54,NG,bank,***5894
R00834,2026-03-15 11:56:57,TZ,tigopesa,***8796
R00835,2026-02-16 12:30:07,NG,bank,***6074
R00836,2026-03-16 07:44:08,GH,mtn_momo,***4441
R00837,2026-03-07 08:23:46,NG,bank,***7545
R00838,2026-01-31 13:24:09,NG,bank,***1541
R00839,2026-03-30 19:44:30,KE,mpesa,***5692
R00840,2026-03-24 20:18:30,KE,bank,***5842
R00841,2026-03-07 07:12:11,KE,bank,***2169
R00842,2026-02-15 16:07:09,KE,bank,***8630
R00843,2026-03-07 11:33:58,UG,mtn_momo,***9772
R00844,2026-03-19 15:52:26,UG,mtn_momo,***3521
R00845,2026-01-23 17:06:21,UG,mtn_momo,***3767
R00846,2026-03-19 08:18:57,KE,mpesa,***1129
R00847,2026-03-02 20:28:12,TZ,tigopesa,***6453
R00848,2026-03-02 22:53:12,KE,bank,***4083
R00849,2026-01-28 07:41:50,UG,mtn_momo,***4409
R00850,2026-01-01 08:39:01,UG,airtel_money,***3954
R00851,2026-01-02 11:38:26,UG,airtel_money,***8391
R00852,2026-03-12 11:33:51,NG,bank,***5646
R00853,2026-02-09 22:39:02,NG,bank,***4083
R00854,2026-02-27 13:29:40,TZ,tigopesa,***6234
R00855,2026-03-05 18:40:35,TZ,mpesa,***7241
R00856,2026-02-03 07:49:02,KE,mpesa,***6386
R00857,2026-01-09 15:08:18,KE,mpesa,***4955
R00858,2026-03-25 10:02:21,NG,bank,***9532
R00859,2026-02-15 10:55:51,GH,mtn_momo,***3563
R00860,2026-02-28 14:23:53,TZ,mpesa,***8541
R00861,2026-03-31 06:04:52,NG,bank,***9122
R00862,2026-01-17 06:22:16,UG,mtn_momo,***3918
R00863,2026-03-07 21:18:15,NG,bank,***4422
R00864,2026-01-20 11:38:29,TZ,mpesa,***9213
R00865,2026-02-05 15:41:12,TZ,tigopesa,***7958
R00866,2026-03-23 12:13:55,TZ,tigopesa,***4265
R00867,2026-02-14 22:16:56,KE,mpesa,***4912
R00868,2026-03-22 07:48:21,KE,bank,***8221
R00869,2026-02-23 20:48:45,NG,bank,***2539
R00870,2026-02-23 14:47:00,GH,bank,***2157
R00871,2026-02-01 08:33:13,GH,bank,***8257
R00872,2026-03-11 19:33:20,TZ,tigopesa,***6575
R00873,2026-03-18 13:14:56,TZ,tigopesa,***4091
R00874,2026-01-22 16:48:04,UG,airtel_money,***4246
R00875,2026-03-11 16:51:32,KE,bank,***9184
R00876,2026-03-21 10:57:18,KE,mpesa,***5608
R00877,2026-03-04 21:43:07,UG,mtn_momo,***6947
R00878,2026-02-10 17:07:34,UG,airtel_money,***2871
R00879,2026-01-19 16:36:45,UG,airtel_money,***6990
R00880,2026-02-26 08:02:37,NG,bank,***2738
R00881,2026-03-19 13:07:32,TZ,tigopesa,***9612
R00882,2026-01-17 14:26:08,TZ,mpesa,***4496
R00883,2026-02-21 11:15:56,KE,mpesa,***2215
R00884,2026-03-21 16:21:39,TZ,mpesa,***8155
R00885,2026-01-07 12:01:49,UG,mtn_momo,***1834
R00886,2026-03-18 16:55:54,UG,airtel_money,***1932
R00887,2026-03-04 09:20:02,NG,bank,***2640
R00888,2026-01-19 06:14:29,NG,bank,***7118
R00889,2026-01-12 13:46:56,NG,bank,***2530
R00890,2026-02-08 19:29:58,NG,bank,***4121
R00891,2026-03-30 14:39:04,NG,bank,***1202
R00892,2026-02-12 18:49:14,NG,bank,***3558
R00893,2026-01-04 17:22:46,NG,bank,***6377
R00894,2026-01-25 12:15:35,GH,mtn_momo,***6651
R00895,2026-01-22 11:50:27,UG,mtn_momo,***7267
R00896,2026-03-13 07:03:31,UG,mtn_momo,***5087
R00897,2026-03-31 13:02:11,GH,bank,***9248
R00898,2026-01-26 06:57:36,TZ,mpesa,***2554
R00899,2026-03-26 13:58:59,UG,airtel_money,***5457
R00900,2026-02-16 18:23:55,UG,airtel_money,***2884
R00901,2026-03-22 06:45:25,TZ,tigopesa,***2721
R00902,2026-03-24 22:13:40,GH,mtn_momo,***6811
R00903,2026-01-22 06:05:42,UG,mtn_momo,***1943
R00904,2026-03-26 21:05:10,GH,bank,***8135
R00905,2026-03-27 22:06:17,KE,bank,***6446
R00906,2026-02-25 21:36:18,NG,bank,***7526
R00907,2026-02-09 06:20:45,GH,mtn_momo,***3919
R00908,2026-02-27 08:00:22,GH,mtn_momo,***4655
R00909,2026-03-04 11:48:17,NG,bank,***1054
R00910,2026-01-22 18:17:14,NG,bank,***6922
R00911,2026-03-17 18:40:32,NG,bank,***1497
R00912,2026-03-24 13:24:53,KE,mpesa,***7022
R00913,2026-01-28 10:31:31,KE,bank,***2512
R00914,2026-01-06 18:30:11,GH,bank,***2909
R00915,2026-01-02 17:46:26,TZ,mpesa,***8916
R00916,2026-01-25 09:09:32,TZ,mpesa,***5858
R00917,2026-01-23 09:10:21,TZ,mpesa,***8505
R00918,2026-01-15 19:46:15,GH,bank,***9455
R00919,2026-02-06 09:17:31,GH,bank,***7568
R00920,2026-01-02 06:52:20,GH,bank,***6680
R00921,2026-02-26 06:45:20,KE,mpesa,***3432
R00922,2026-02-08 18:27:58,KE,bank,***3872
R00923,2026-03-18 07:24:49,KE,mpesa,***5487
R00924,2026-01-21 22:29:27,NG,bank,***8355
R00925,2026-01-16 14:54:26,NG,bank,***2873
R00926,2026-03-27 10:17:26,TZ,mpesa,***5998
R00927,2026-02-20 07:57:58,NG,bank,***4316
R00928,2026-02-07 17:19:12,TZ,tigopesa,***4949
R00929,2026-03-21 20:09:02,NG,bank,***4595
R00930,2026-02-14 18:35:24,NG,bank,***2638
R00931,2026-01-13 19:05:35,NG,bank,***2945
R00932,2026-03-21 17:14:26,NG,bank,***8998
R00933,2026-03-24 20:52:04,NG,bank,***1120
R00934,2026-01-08 21:41:19,KE,mpesa,***9161
R00935,2026-03-16 07:25:52,NG,bank,***4266
R00936,2026-02-18 19:33:05,UG,mtn_momo,***1866
R00937,2026-02-23 20:47:10,NG,bank,***4732
R00938,2026-03-07 19:06:37,GH,bank,***4465
R00939,2026-02-16 11:29:28,GH,mtn_momo,***5502
R00940,2026-02-19 06:18:31,GH,mtn_momo,***2714
R00941,2026-01-09 15:08:06,TZ,tigopesa,***4678
R00942,2026-02-27 06:35:39,KE,mpesa,***9587
R00943,2026-03-09 14:25:32,TZ,mpesa,***6890
R00944,2026-03-23 20:30:09,TZ,tigopesa,***4152
R00945,2026-01-31 16:02:28,TZ,tigopesa,***7064
R00946,2026-01-06 09:05:43,NG,bank,***9406
R00947,2026-03-13 09:55:10,UG,airtel_money,***7169
R00948,2026-01-21 16:21:05,UG,mtn_momo,***3413
R00949,2026-02-09 14:49:09,KE,bank,***7594
R00950,2026-02-12 20:08:49,KE,bank,***1718
R00951,2026-02-24 18:52:35,KE,mpesa,***3083
R00952,2026-02-28 21:46:00,UG,mtn_momo,***2438
R00953,2026-01-07 18:50:04,NG,bank,***7294
R00954,2026-02-17 18:44:15,KE,mpesa,***3809
R00955,2026-02-09 07:08:24,UG,airtel_money,***5865
R00956,2026-01-20 17:43:05,UG,airtel_money,***3516
R00957,2026-01-28 16:36:06,UG,airtel_money,***4539
R00958,2026-02-15 14:17:11,KE,bank,***4122
R00959,2026-03-26 10:20:26,KE,mpesa,***6791
R00960,2026-01-15 09:57:35,GH,bank,***4264
R00961,2026-03-21 06:30:05,GH,mtn_momo,***5424
R00962,2026-01-22 07:31:44,GH,mtn_momo,***2508
R00963,2026-01-20 15:00:08,NG,bank,***7847
