transaction_id,user_id,recipient_id,created_ts,send_amount,send_currency,receive_amount,receive_currency,fx_rate,fee_amount,payment_method,payout_method,device_id,ip_address,status,decline_reason
T0011305,U00515,R01049,2026-01-27 18:10:25,265.38,USD,686793.68,TZS,2587.953,2.65,debit_card,tigopesa,DV00515,US.224.235.38,completed,
T0010272,U00469,R00966,2026-01-27 18:18:37,145.65,GBP,24171.14,KES,165.9524,1.46,bank_transfer,mpesa,DV00469,GB.30.134.56,completed,
T0009454,U00433,R00894,2026-01-27 18:21:13,118.65,USD,1784.94,GHS,15.0439,1.19,bank_transfer,mtn_momo,DV00433,US.191.35.33,completed,
T0003111,U00148,R00306,2026-01-27 18:58:47,129.06,USD,482162.27,UGX,3735.9761,1.29,debit_card,airtel_money,DV00148,US.14.95.106,completed,
T0010745,U00489,R01004,2026-01-27 19:01:18,143.67,GBP,2758.98,GHS,19.2036,1.44,bank_transfer,mtn_momo,DV00489,GB.77.197.222,completed,
T0002879,U00137,R00286,2026-01-27 19:04:17,167.88,GBP,560029.99,TZS,3335.8134,1.68,bank_transfer,tigopesa,DV00137,GB.40.170.35,completed,
T0015429,U00705,R01418,2026-01-27 19:07:49,228.22,USD,597950.48,TZS,2620.052,2.28,debit_card,tigopesa,DV00705,US.5.207.170,completed,
T0001976,U00097,R00202,2026-01-27 19:08:10,442.0,USD,6672.0,GHS,15.0949,4.42,bank_transfer,mtn_momo,DV00097,US.165.154.223,completed,
T0014773,U00676,R01356,2026-01-27 19:13:14,96.52,GBP,183183.78,NGN,1897.8977,0.97,bank_transfer,bank,DV00676,GB.73.188.142,completed,
T0000534,U00028,R00064,2026-01-27 19:44:04,267.71,GBP,1250355.41,UGX,4670.5638,2.68,google_pay,mtn_momo,DV00028,GB.194.20.35,completed,
T0004579,U00216,R00447,2026-01-27 19:47:24,210.55,EUR,3453.52,GHS,16.4023,2.11,google_pay,mtn_momo,DV00216,DE.98.11.70,completed,
T0012551,U00570,R01146,2026-01-27 19:47:30,87.75,GBP,414091.19,UGX,4718.9449,0.88,debit_card,airtel_money,DV00570,GB.211.63.250,completed,
T0015573,U00713,R01433,2026-01-27 19:52:33,93.71,USD,1410.51,GHS,15.0523,0.94,debit_card,mtn_momo,DV00713,US.35.245.96,completed,
T0005997,U00282,R00573,2026-01-27 19:56:53,192.98,GBP,362988.21,NGN,1880.936,1.93,debit_card,bank,DV00282,GB.185.131.155,completed,
T0005320,U00250,R00508,2026-01-27 20:21:34,224.95,USD,3376.05,GHS,15.0078,2.25,debit_card,bank,DV00250,US.28.176.205,completed,
T0006853,U00323,R00660,2026-01-27 20:24:37,76.69,GBP,12714.93,KES,165.8029,0.77,debit_card,mpesa,DV00323,GB.39.108.105,completed,
T0011312,U00515,R01049,2026-01-27 20:29:18,292.66,USD,761514.9,TZS,2602.0262,2.93,debit_card,tigopesa,DV00515,US.223.191.146,completed,
T0014854,U00680,R01368,2026-01-27 20:32:02,405.18,GBP,774696.39,NGN,1911.977,4.05,apple_pay,bank,DV00680,GB.16.167.84,completed,
T0012456,U00565,R01139,2026-01-27 20:37:25,313.57,GBP,52113.28,KES,166.191,3.14,bank_transfer,bank,DV00565,GB.110.125.144,completed,
T0016012,U00733,R01477,2026-01-27 20:40:46,224.14,GBP,4309.87,GHS,19.2288,2.24,debit_card,mtn_momo,DV00733,GB.73.132.2,completed,
T0013438,U00607,R01227,2026-01-27 20:53:18,334.38,USD,4976.79,GHS,14.8836,3.34,debit_card,bank,DV00607,US.160.208.87,completed,
T0015858,U00727,R01465,2026-01-27 21:09:36,41.6,USD,615.55,GHS,14.7957,0.5,debit_card,bank,DV00727,US.113.249.199,completed,
T0015769,U00722,R01455,2026-01-27 21:14:45,157.25,GBP,2971.41,GHS,18.8962,1.57,bank_transfer,bank,DV00722,GB.46.71.52,completed,
T0003314,U00155,R00322,2026-01-27 21:15:24,178.61,USD,267291.45,NGN,1496.5471,1.79,debit_card,bank,DV00155,US.180.32.100,completed,
T0007519,U00353,R00720,2026-01-27 21:21:53,156.88,GBP,26198.31,KES,166.9954,1.57,google_pay,bank,DV00353,GB.187.238.118,completed,
T0016923,U00771,R01559,2026-01-27 21:50:42,206.94,GBP,677362.94,TZS,3273.2293,2.07,bank_transfer,mpesa,DV00771,GB.215.30.47,completed,
T0015161,U00693,R01396,2026-01-27 21:50:48,177.24,USD,652184.6,UGX,3679.7605,1.77,google_pay,airtel_money,DV00693,US.112.194.30,completed,
T0010062,U00461,R00949,2026-01-27 21:54:12,187.99,GBP,31235.31,KES,166.1545,1.88,debit_card,bank,DV00461,GB.243.47.117,completed,
T0007470,U00351,R00717,2026-01-27 21:54:27,44.86,EUR,741.26,GHS,16.5236,0.5,bank_transfer,bank,DV00351,DE.130.223.20,completed,
T0012459,U00565,R01139,2026-01-27 22:08:02,210.89,GBP,34889.36,KES,165.4388,2.11,debit_card,bank,DV00565,GB.143.85.208,completed,
T0001007,U00051,R00114,2026-01-27 22:08:12,129.05,GBP,605054.58,UGX,4688.4072,1.29,debit_card,airtel_money,DV00051,GB.29.94.247,completed,
T0011345,U00518,R01052,2026-01-27 22:30:04,237.9,EUR,3981.09,GHS,16.734,2.38,debit_card,mtn_momo,DV00518,DE.147.168.66,completed,
T0002942,U00140,R00293,2026-01-28 06:00:11,194.22,USD,289341.52,NGN,1489.7916,1.94,bank_transfer,bank,DV00140,US.133.138.73,completed,
T0005819,U00276,R00557,2026-01-28 06:14:18,288.6,GBP,48074.31,KES,166.5778,2.89,debit_card,mpesa,DV00276,GB.221.186.228,completed,
T0008993,U00413,R00861,2026-01-28 06:16:29,202.56,EUR,330512.48,NGN,1631.676,2.03,bank_transfer,bank,DV00413,DE.222.154.130,completed,
T0013416,U00606,R01225,2026-01-28 06:36:52,148.06,GBP,24556.38,KES,165.8562,1.48,debit_card,mpesa,DV00606,GB.140.166.178,completed,
T0008986,U00413,R00861,2026-01-28 06:56:39,300.11,EUR,488538.25,NGN,1627.8818,3.0,debit_card,bank,DV00413,DE.249.67.254,completed,
T0009369,U00429,R00886,2026-01-28 07:04:51,31.78,GBP,148404.92,UGX,4669.4397,0.5,bank_transfer,airtel_money,DV00429,GB.23.45.134,completed,
T0014373,U00653,R01309,2026-01-28 07:33:11,54.65,USD,142367.09,TZS,2604.9999,0.55,apple_pay,mpesa,DV00653,US.76.57.53,completed,
T0011620,U00531,R01076,2026-01-28 07:33:33,69.8,GBP,134026.8,NGN,1920.211,0.7,apple_pay,bank,DV00531,GB.68.139.101,completed,
T0014247,U00648,R01300,2026-01-28 07:35:39,142.82,GBP,274806.3,NGN,1924.1364,1.43,debit_card,bank,DV00648,GB.82.177.191,completed,
T0005830,U00276,R00557,2026-01-28 07:39:36,157.94,GBP,26260.24,KES,166.2674,1.58,debit_card,mpesa,DV00276,GB.17.75.47,completed,
T0003949,U00185,R00388,2026-01-28 07:48:00,211.39,USD,3141.51,GHS,14.861,2.11,bank_transfer,mtn_momo,DV00185,US.168.71.165,completed,
T0008933,U00410,R00854,2026-01-28 07:49:13,320.03,GBP,1049159.22,TZS,3278.3135,3.2,debit_card,tigopesa,DV00410,GB.40.175.251,completed,
T0003845,U00181,R00382,2026-01-28 07:49:51,351.57,USD,911703.05,TZS,2593.2336,3.52,bank_transfer,mpesa,DV00181,US.254.56.111,completed,
T0001775,U00087,R00180,2026-01-28 07:51:21,316.09,USD,41068.31,KES,129.9247,3.16,debit_card,mpesa,DV00087,US.163.239.138,completed,
T0009564,U00438,R00901,2026-01-28 08:08:56,114.88,EUR,323753.7,TZS,2818.2687,1.15,debit_card,tigopesa,DV00438,DE.120.33.154,completed,
T0004302,U00201,R00419,2026-01-28 08:11:58,174.67,GBP,28532.63,KES,163.3471,1.75,debit_card,bank,DV00201,GB.132.224.104,completed,
T0015189,U00695,R01401,2026-01-28 08:14:54,475.28,EUR,7855.76,GHS,16.5286,4.75,debit_card,mtn_momo,DV00695,DE.212.237.247,completed,
T0014898,U00681,R01369,2026-01-28 08:30:07,141.68,GBP,462486.08,TZS,3264.3741,1.42,debit_card,tigopesa,DV00681,GB.37.213.76,completed,
T0009214,U00423,R00874,2026-01-28 08:30:40,219.69,EUR,870486.02,UGX,3962.2968,2.2,debit_card,airtel_money,DV00423,DE.210.206.222,completed,
T0010063,U00461,R00949,2026-01-28 08:45:29,135.46,GBP,22140.8,KES,163.4474,1.35,bank_transfer,bank,DV00461,GB.104.89.250,completed,
T0009127,U00419,R00869,2026-01-28 08:53:57,177.76,GBP,332970.79,NGN,1873.1807,1.78,apple_pay,bank,DV00419,GB.162.238.42,completed,
T0012754,U00577,R01163,2026-01-28 09:07:55,53.55,GBP,8825.15,KES,164.7982,0.54,google_pay,bank,DV00577,GB.189.68.48,completed,
T0004328,U00202,R00422,2026-01-28 09:15:34,103.38,GBP,1951.4,GHS,18.8768,1.03,debit_card,mtn_momo,DV00202,GB.5.3.229,completed,
T0000731,U00038,R00087,2026-01-28 09:17:08,110.42,USD,288280.12,TZS,2610.6923,1.1,debit_card,tigopesa,DV00038,US.151.235.241,failed,card_declined
T0001006,U00051,R00114,2026-01-28 09:18:28,73.84,GBP,348134.26,UGX,4714.8322,0.74,apple_pay,airtel_money,DV00051,GB.22.167.15,completed,
T0009078,U00416,R00865,2026-01-28 09:18:32,91.09,EUR,254664.21,TZS,2795.6132,0.91,bank_transfer,tigopesa,DV00416,DE.112.5.84,completed,
T0004855,U00225,R00462,2026-01-28 09:37:03,197.57,GBP,32156.55,KES,162.7599,1.98,debit_card,bank,DV00225,GB.234.37.30,completed,
T0015349,U00702,R01413,2026-01-28 09:39:49,215.74,GBP,720002.81,TZS,3337.3023,2.16,debit_card,tigopesa,DV00702,GB.48.226.88,completed,
T0016147,U00738,R01488,2026-01-28 09:47:18,88.43,USD,330499.28,UGX,3737.5683,0.88,debit_card,airtel_money,DV00738,US.42.242.242,completed,
T0011679,U00533,R01078,2026-01-28 09:47:45,190.44,USD,2834.77,GHS,14.8857,1.9,google_pay,mtn_momo,DV00533,US.206.5.25,completed,
T0003557,U00165,R00344,2026-01-28 09:53:24,129.69,GBP,2461.7,GHS,18.9816,1.3,google_pay,mtn_momo,DV00165,GB.199.252.104,completed,
T0010717,U00488,R01001,2026-01-28 10:06:03,124.14,USD,324904.34,TZS,2617.2662,1.24,debit_card,mpesa,DV00488,US.250.233.34,completed,
T0009924,U00455,R00939,2026-01-28 10:28:38,562.55,EUR,9184.82,GHS,16.3272,5.63,debit_card,mtn_momo,DV00455,DE.17.72.18,completed,
T0006657,U00313,R00638,2026-01-28 10:36:14,120.37,USD,15718.93,KES,130.5865,1.2,debit_card,bank,DV00313,US.234.65.151,completed,
T0012515,U00569,R01145,2026-01-28 10:40:39,309.45,GBP,1017729.4,TZS,3288.8283,3.09,bank_transfer,mpesa,DV00569,GB.155.54.159,completed,
T0014451,U00659,R01322,2026-01-28 10:41:36,182.02,USD,470421.28,TZS,2584.4813,1.82,debit_card,mpesa,DV00659,US.11.121.184,completed,
T0003169,U00150,R00310,2026-01-28 11:00:59,72.46,USD,1089.0,GHS,15.03,0.72,debit_card,mtn_momo,DV00150,US.8.165.103,failed,insufficient_funds
T0003928,U00183,R00385,2026-01-28 11:07:52,298.22,USD,776765.96,TZS,2604.6669,2.98,debit_card,mpesa,DV00183,US.49.107.123,completed,
T0013205,U00599,R01211,2026-01-28 12:10:23,154.26,GBP,295777.13,NGN,1917.3359,1.54,google_pay,bank,DV00599,GB.90.170.49,completed,
T0017437,U00794,R01603,2026-01-28 12:18:31,184.66,EUR,740569.13,UGX,4010.4198,1.85,bank_transfer,airtel_money,DV00794,DE.39.148.113,completed,
T0009573,U00438,R00901,2026-01-28 12:21:20,180.82,EUR,501803.19,TZS,2775.1552,1.81,debit_card,tigopesa,DV00438,DE.140.125.109,completed,
T0013775,U00625,R01257,2026-01-28 12:31:34,111.66,GBP,18493.03,KES,165.6167,1.12,debit_card,bank,DV00625,GB.43.47.212,completed,
T0011785,U00539,R01089,2026-01-28 12:34:44,33.17,GBP,155634.39,UGX,4691.89,0.5,bank_transfer,mtn_momo,DV00539,GB.102.23.182,completed,
T0001348,U00068,R00148,2026-01-28 12:45:33,118.47,GBP,386649.95,TZS,3263.7056,1.18,bank_transfer,mpesa,DV00068,GB.217.40.81,completed,
T0008928,U00410,R00854,2026-01-28 12:51:57,483.94,GBP,1598650.56,TZS,3303.4235,4.84,bank_transfer,tigopesa,DV00410,GB.160.124.86,completed,
T0005115,U00240,R00493,2026-01-28 12:52:30,257.99,EUR,4237.1,GHS,16.4232,2.58,bank_transfer,bank,DV00240,DE.79.144.181,completed,
T0009627,U00440,R00903,2026-01-28 13:01:04,204.88,USD,753260.95,UGX,3676.6257,2.05,debit_card,mtn_momo,DV00440,US.231.56.34,completed,
T0009393,U00431,R00891,2026-01-28 13:07:36,362.04,GBP,691732.48,NGN,1910.6287,3.62,bank_transfer,bank,DV00431,GB.94.65.206,completed,
T0010917,U00497,R01017,2026-01-28 13:10:05,84.63,USD,312617.08,UGX,3694.0747,0.85,bank_transfer,mtn_momo,DV00497,US.1.146.19,completed,
T0010721,U00488,R01000,2026-01-28 13:14:55,104.81,USD,276556.57,TZS,2638.5444,1.05,bank_transfer,mpesa,DV00488,US.112.1.200,completed,
T0004970,U00231,R00473,2026-01-28 13:39:49,351.21,GBP,1649049.39,UGX,4695.3859,3.51,bank_transfer,mtn_momo,DV00231,GB.184.63.42,completed,
T0013488,U00609,R01229,2026-01-28 14:15:01,93.95,GBP,179386.6,NGN,1909.4262,0.94,apple_pay,bank,DV00609,GB.121.206.34,completed,
T0007262,U00341,R00696,2026-01-28 14:52:01,540.01,EUR,1509938.23,TZS,2796.1395,5.4,google_pay,mpesa,DV00341,DE.42.90.85,completed,
T0013593,U00617,R01243,2026-01-28 15:02:50,124.24,GBP,578591.65,UGX,4657.2022,1.24,debit_card,mtn_momo,DV00617,GB.163.60.12,completed,
T0002955,U00140,R00293,2026-01-28 15:27:24,68.99,USD,103795.24,NGN,1504.4549,0.69,debit_card,bank,DV00140,US.10.140.188,completed,
T0009915,U00454,R00937,2026-01-28 15:40:45,104.01,USD,154532.73,NGN,1485.7396,1.04,bank_transfer,bank,DV00454,US.115.126.206,completed,
T0010767,U00490,R01005,2026-01-28 15:55:11,133.33,USD,351023.69,TZS,2632.6994,1.33,debit_card,mpesa,DV00490,US.1.44.54,completed,
T0001071,U00053,R00119,2026-01-28 16:33:40,189.56,EUR,313898.13,NGN,1655.9606,1.9,debit_card,bank,DV00053,DE.68.147.205,completed,
T0005119,U00240,R00493,2026-01-28 16:36:37,512.97,EUR,8388.46,GHS,16.3528,5.13,debit_card,bank,DV00240,DE.152.94.161,completed,
T0011717,U00535,R01081,2026-01-28 16:38:01,166.57,EUR,272285.03,NGN,1634.6338,1.67,debit_card,bank,DV00535,DE.163.238.169,completed,
T0002946,U00140,R00293,2026-01-28 16:47:04,93.27,USD,138340.95,NGN,1483.3035,0.93,debit_card,bank,DV00140,US.89.228.14,completed,
T0007661,U00357,R00731,2026-01-28 16:54:13,160.2,GBP,26533.23,KES,165.6247,1.6,debit_card,bank,DV00357,GB.50.230.143,completed,
T0013028,U00591,R01194,2026-01-28 16:58:42,146.15,GBP,24219.9,KES,165.7185,1.46,apple_pay,bank,DV00591,GB.75.67.180,failed,card_declined
T0001437,U00073,R00157,2026-01-28 17:36:41,155.6,GBP,294206.11,NGN,1890.8353,1.56,bank_transfer,bank,DV00073,GB.215.77.12,completed,
T0008433,U00389,R00806,2026-01-28 17:42:07,279.88,EUR,4589.73,GHS,16.3991,2.8,debit_card,bank,DV00389,DE.35.202.43,completed,
T0001075,U00053,R00118,2026-01-28 18:10:36,283.91,EUR,463762.94,NGN,1633.4924,2.84,bank_transfer,bank,DV00053,DE.198.235.238,completed,
T0000929,U00048,R00108,2026-01-28 18:18:47,382.83,EUR,6382.34,GHS,16.6717,3.83,debit_card,bank,DV00048,DE.148.178.227,completed,
T0001396,U00071,R00154,2026-01-28 18:23:13,173.21,EUR,487886.96,TZS,2816.7397,1.73,google_pay,tigopesa,DV00071,DE.22.52.139,completed,
T0009143,U00419,R00869,2026-01-28 18:34:23,172.94,GBP,326428.67,NGN,1887.577,1.73,debit_card,bank,DV00419,GB.197.44.95,completed,
T0008936,U00411,R00857,2026-01-28 18:36:06,56.96,GBP,9453.43,KES,165.9614,0.57,bank_transfer,mpesa,DV00411,GB.57.184.206,completed,
T0011989,U00547,R01106,2026-01-28 19:00:53,236.21,USD,3532.71,GHS,14.9556,2.36,bank_transfer,bank,DV00547,US.172.248.65,completed,
T0015616,U00715,R01440,2026-01-28 19:06:08,153.06,GBP,25522.16,KES,166.7476,1.53,google_pay,mpesa,DV00715,GB.234.98.213,completed,
T0000238,U00012,R00026,2026-01-28 19:11:21,113.06,GBP,217539.1,NGN,1924.1264,1.13,google_pay,bank,DV00012,GB.76.134.126,completed,
T0001173,U00060,R00132,2026-01-28 19:14:36,112.15,USD,14259.58,KES,127.1501,1.12,bank_transfer,bank,DV00060,US.237.9.4,failed,payout_provider_error
T0012586,U00571,R01149,2026-01-28 19:22:47,357.01,GBP,1689025.12,UGX,4731.06,3.57,debit_card,airtel_money,DV00571,GB.168.183.10,completed,
T0001496,U00075,R00160,2026-01-28 19:25:32,222.54,GBP,418808.28,NGN,1881.926,2.23,debit_card,bank,DV00075,GB.104.59.175,completed,
T0007984,U00371,R00760,2026-01-28 19:27:32,99.07,GBP,1894.56,GHS,19.1238,0.99,debit_card,bank,DV00371,GB.236.241.111,completed,
T0016607,U00756,R01526,2026-01-28 19:31:27,402.64,EUR,1137118.56,TZS,2824.1792,4.03,bank_transfer,mpesa,DV00756,DE.196.8.111,completed,
T0005477,U00259,R00525,2026-01-28 19:37:48,115.14,GBP,2208.12,GHS,19.1775,1.15,debit_card,bank,DV00259,GB.249.231.231,completed,
T0002024,U00100,R00210,2026-01-28 19:40:22,210.4,GBP,34691.51,KES,164.8869,2.1,bank_transfer,bank,DV00100,GB.216.192.220,completed,
T0000133,U00008,R00018,2026-01-28 19:41:54,99.16,GBP,1907.18,GHS,19.2339,0.99,debit_card,bank,DV00008,GB.170.78.199,completed,
T0013596,U00617,R01244,2026-01-28 19:44:47,175.46,GBP,817900.61,UGX,4661.5574,1.75,apple_pay,airtel_money,DV00617,GB.8.167.60,completed,
T0016970,U00774,R01564,2026-01-28 19:46:00,143.45,USD,2170.06,GHS,15.1278,1.43,debit_card,bank,DV00774,US.189.178.199,completed,
T0007695,U00360,R00735,2026-01-28 19:49:01,55.39,USD,7097.28,KES,128.1345,0.55,debit_card,mpesa,DV00360,US.201.73.105,completed,
T0006866,U00323,R00660,2026-01-28 19:53:38,57.73,GBP,9445.89,KES,163.6213,0.58,debit_card,mpesa,DV00323,GB.182.150.100,completed,
T0015463,U00706,R01419,2026-01-28 19:54:08,211.48,GBP,694772.41,TZS,3285.2798,2.11,debit_card,tigopesa,DV00706,GB.178.126.3,completed,
T0003449,U00160,R00332,2026-01-28 20:42:53,68.03,GBP,11157.02,KES,164.0061,0.68,bank_transfer,bank,DV00160,GB.148.224.158,completed,
T0006112,U00288,R00585,2026-01-28 21:12:10,209.55,USD,27127.53,KES,129.4581,2.1,debit_card,bank,DV00288,US.114.203.210,completed,
T0006279,U00296,R00598,2026-01-28 21:33:52,561.88,GBP,10656.37,GHS,18.9657,5.62,debit_card,bank,DV00296,GB.197.64.201,completed,
T0009128,U00419,R00869,2026-01-28 21:59:52,242.66,GBP,466155.11,NGN,1921.0116,2.43,bank_transfer,bank,DV00419,GB.176.176.87,completed,
T0017427,U00794,R01603,2026-01-28 22:00:57,178.85,EUR,725322.63,UGX,4055.5589,1.79,apple_pay,airtel_money,DV00794,DE.235.210.22,completed,
T0009371,U00429,R00885,2026-01-28 22:04:09,62.11,GBP,293984.5,UGX,4733.2297,0.62,apple_pay,mtn_momo,DV00429,GB.26.245.195,completed,
T0014856,U00680,R01368,2026-01-28 22:40:03,442.87,GBP,844409.95,NGN,1906.6588,4.43,google_pay,bank,DV00680,GB.212.70.81,completed,
T0015354,U00702,R01415,2026-01-28 22:42:20,122.8,GBP,408998.48,TZS,3330.4977,1.23,bank_transfer,tigopesa,DV00702,GB.197.214.79,failed,card_declined
T0001821,U00091,R00191,2026-01-28 22:53:52,93.18,USD,1378.75,GHS,14.7971,0.93,bank_transfer,bank,DV00091,US.239.43.206,completed,
T0004766,U00222,R00456,2026-01-29 06:12:18,155.96,GBP,728731.31,UGX,4672.6955,1.56,bank_transfer,airtel_money,DV00222,GB.70.179.116,completed,
T0000271,U00014,R00031,2026-01-29 06:12:47,206.38,GBP,388076.78,NGN,1880.3956,2.06,bank_transfer,bank,DV00014,GB.124.47.137,completed,
T0006735,U00317,R00646,2026-01-29 06:25:42,171.63,GBP,3213.11,GHS,18.7215,1.72,debit_card,bank,DV00317,GB.164.83.5,completed,
T0014537,U00662,R01325,2026-01-29 06:38:03,139.06,USD,360948.82,TZS,2595.7191,1.39,bank_transfer,tigopesa,DV00662,US.188.43.106,completed,
T0004067,U00189,R00396,2026-01-29 06:38:51,65.53,GBP,219139.83,TZS,3344.3664,0.66,bank_transfer,mpesa,DV00189,GB.86.95.176,completed,
T0002602,U00126,R00267,2026-01-29 07:26:13,214.01,USD,27358.91,KES,127.8365,2.14,bank_transfer,bank,DV00126,US.173.68.144,completed,
T0013419,U00606,R01225,2026-01-29 07:29:53,128.75,GBP,21292.46,KES,165.3766,1.29,debit_card,mpesa,DV00606,GB.106.37.83,completed,
T0003814,U00180,R00377,2026-01-29 07:32:26,166.07,EUR,665286.85,UGX,4006.0748,1.66,debit_card,airtel_money,DV00180,DE.192.165.232,completed,
T0003336,U00155,R00322,2026-01-29 07:39:55,138.39,USD,208297.98,NGN,1505.1148,1.38,debit_card,bank,DV00155,US.62.201.65,completed,
T0013953,U00633,R01270,2026-01-29 07:46:20,160.5,EUR,268557.39,NGN,1673.2347,1.61,debit_card,bank,DV00633,DE.148.189.133,completed,
T0001076,U00053,R00118,2026-01-29 07:53:26,379.99,EUR,618285.76,NGN,1627.106,3.8,debit_card,bank,DV00053,DE.61.92.170,completed,
T0017102,U00781,R01578,2026-01-29 08:05:10,197.88,GBP,32488.35,KES,164.1858,1.98,debit_card,mpesa,DV00781,GB.172.45.87,completed,
T0009986,U00457,R00942,2026-01-29 08:10:09,161.5,EUR,22290.22,KES,138.0238,1.61,apple_pay,mpesa,DV00457,DE.144.251.170,completed,
T0002165,U00106,R00222,2026-01-29 08:24:17,201.15,USD,738229.55,UGX,3670.0786,2.01,bank_transfer,airtel_money,DV00106,US.250.229.218,completed,
T0006902,U00325,R00664,2026-01-29 08:25:58,231.73,GBP,434069.34,NGN,1873.184,2.32,apple_pay,bank,DV00325,GB.35.46.243,completed,
T0014851,U00680,R01368,2026-01-29 08:26:01,382.33,GBP,731387.1,NGN,1912.9857,3.82,bank_transfer,bank,DV00680,GB.114.97.229,completed,
T0005770,U00273,R00554,2026-01-29 08:26:08,421.05,EUR,701104.06,NGN,1665.1376,4.21,bank_transfer,bank,DV00273,DE.102.236.32,completed,
T0007932,U00369,R00755,2026-01-29 08:28:43,107.31,GBP,358364.23,TZS,3339.4684,1.07,debit_card,tigopesa,DV00369,GB.142.39.157,completed,
T0002616,U00126,R00267,2026-01-29 08:29:11,317.87,USD,41482.4,KES,130.5028,3.18,bank_transfer,bank,DV00126,US.39.102.211,completed,
T0000690,U00037,R00085,2026-01-29 08:29:54,648.87,USD,9876.62,GHS,15.2214,6.49,debit_card,bank,DV00037,US.68.198.159,completed,
T0004891,U00228,R00467,2026-01-29 08:35:27,163.04,USD,609573.41,UGX,3738.8552,1.63,google_pay,airtel_money,DV00228,US.12.103.9,completed,
T0011280,U00513,R01045,2026-01-29 08:42:32,106.27,USD,396202.5,UGX,3728.3919,1.06,debit_card,airtel_money,DV00513,US.152.108.59,completed,
T0004167,U00195,R00406,2026-01-29 08:54:27,170.02,GBP,325597.91,NGN,1915.0708,1.7,debit_card,bank,DV00195,GB.133.179.227,completed,
T0002204,U00108,R00228,2026-01-29 09:16:34,187.94,GBP,611869.74,TZS,3255.7492,1.88,debit_card,tigopesa,DV00108,GB.168.252.131,completed,
T0000272,U00014,R00031,2026-01-29 09:25:13,181.04,GBP,339034.88,NGN,1872.688,1.81,debit_card,bank,DV00014,GB.247.120.221,completed,
T0011751,U00536,R01082,2026-01-29 09:30:40,106.34,EUR,175838.24,NGN,1653.5479,1.06,debit_card,bank,DV00536,DE.146.151.81,completed,
T0010257,U00469,R00966,2026-01-29 09:32:23,164.25,GBP,27406.91,KES,166.8657,1.64,bank_transfer,mpesa,DV00469,GB.185.123.67,failed,card_declined
T0007385,U00347,R00710,2026-01-29 09:46:03,248.1,USD,31826.01,KES,128.2779,2.48,debit_card,mpesa,DV00347,US.123.171.49,completed,
T0015917,U00729,R01470,2026-01-29 09:48:48,141.49,GBP,23635.42,KES,167.0439,1.41,debit_card,mpesa,DV00729,GB.188.12.172,completed,
T0014815,U00678,R01363,2026-01-29 09:49:19,228.96,USD,593622.93,TZS,2592.6648,2.29,debit_card,mpesa,DV00678,US.174.144.2,completed,
T0012872,U00584,R01177,2026-01-29 09:49:34,222.48,GBP,4252.8,GHS,19.1151,2.22,debit_card,mtn_momo,DV00584,GB.113.23.128,completed,
T0002119,U00104,R00218,2026-01-29 09:56:20,118.86,GBP,394420.12,TZS,3318.4811,1.19,bank_transfer,tigopesa,DV00104,GB.133.176.199,completed,
T0011091,U00504,R01026,2026-01-29 10:11:52,192.2,USD,705574.73,UGX,3671.0922,1.92,bank_transfer,airtel_money,DV00504,US.9.136.97,completed,
T0002105,U00104,R00219,2026-01-29 10:45:12,105.41,GBP,348872.76,TZS,3309.7836,1.05,debit_card,tigopesa,DV00104,GB.209.108.204,completed,
T0009863,U00451,R00927,2026-01-29 11:10:59,142.55,USD,215917.34,NGN,1514.6881,1.43,debit_card,bank,DV00451,US.160.19.3,completed,
T0007504,U00352,R00719,2026-01-29 11:12:36,388.75,GBP,1275128.27,TZS,3280.0635,3.89,debit_card,mpesa,DV00352,GB.188.33.143,completed,
T0009530,U00436,R00898,2026-01-29 11:48:43,116.2,GBP,382420.29,TZS,3291.1244,1.16,debit_card,mpesa,DV00436,GB.53.212.199,completed,
T0006848,U00323,R00660,2026-01-29 11:48:58,88.02,GBP,14423.15,KES,163.8639,0.88,debit_card,mpesa,DV00323,GB.222.112.212,completed,
T0010166,U00464,R00957,2026-01-29 11:55:17,87.46,USD,324881.43,UGX,3714.7088,0.87,bank_transfer,airtel_money,DV00464,US.79.6.187,completed,
T0016159,U00738,R01489,2026-01-29 11:57:00,71.82,USD,262069.74,UGX,3648.8102,0.72,apple_pay,mtn_momo,DV00738,US.142.87.5,completed,
T0002486,U00120,R00255,2026-01-29 12:06:40,87.45,EUR,12238.12,KES,139.9487,0.87,debit_card,mpesa,DV00120,DE.41.215.135,completed,
T0005104,U00239,R00490,2026-01-29 12:08:49,196.0,GBP,32095.19,KES,163.7472,1.96,apple_pay,mpesa,DV00239,GB.108.81.61,completed,
T0006061,U00285,R00578,2026-01-29 12:27:58,160.21,GBP,523189.34,TZS,3265.5963,1.6,debit_card,mpesa,DV00285,GB.236.225.98,completed,
T0013944,U00633,R01270,2026-01-29 12:54:08,149.47,EUR,244575.65,NGN,1636.3085,1.49,apple_pay,bank,DV00633,DE.150.43.222,completed,
T0002737,U00131,R00276,2026-01-29 12:54:25,223.83,USD,834970.61,UGX,3730.3918,2.24,debit_card,airtel_money,DV00131,US.55.41.13,completed,
T0007112,U00334,R00682,2026-01-29 13:00:09,342.93,GBP,1612865.65,UGX,4703.2308,3.43,debit_card,airtel_money,DV00334,GB.163.63.219,completed,
